country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,4072.0,,,,2020-10-12
BE,Wallonia,Luxembourg,4154.0,,26.0,3.0,2020-10-12
BE,Wallonia,BrabantWallon,6978.0,,21.0,2.0,2020-10-12
BE,Wallonia,Namur,7855.0,,64.0,12.0,2020-10-12
BE,Flanders,Limburg,10712.0,,42.0,13.0,2020-10-12
BE,Flanders,WestVlaanderen,13257.0,,90.0,17.0,2020-10-12
BE,Flanders,VlaamsBrabant,15112.0,,65.0,15.0,2020-10-12
BE,Flanders,OostVlaanderen,15663.0,,144.0,23.0,2020-10-12
BE,Wallonia,Hainaut,20692.0,,191.0,30.0,2020-10-12
BE,Wallonia,Liège,23728.0,,272.0,50.0,2020-10-12
BE,Flanders,Antwerpen,28054.0,,228.0,38.0,2020-10-12
BE,Brussels,Brussels,29052.0,,330.0,65.0,2020-10-12
