country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,7434.0,,,,2020-10-31
BE,Wallonia,Luxembourg,12034.0,,158.0,32.0,2020-10-31
BE,Flanders,Limburg,18647.0,,216.0,55.0,2020-10-31
BE,Wallonia,BrabantWallon,18787.0,,139.0,17.0,2020-10-31
BE,Wallonia,Namur,24938.0,,355.0,63.0,2020-10-31
BE,Flanders,WestVlaanderen,31986.0,,593.0,108.0,2020-10-31
BE,Flanders,VlaamsBrabant,35557.0,,216.0,55.0,2020-10-31
BE,Flanders,OostVlaanderen,38557.0,,728.0,135.0,2020-10-31
BE,Flanders,Antwerpen,52866.0,,644.0,132.0,2020-10-31
BE,Brussels,Brussels,64326.0,,1091.0,183.0,2020-10-31
BE,Wallonia,Hainaut,69567.0,,1228.0,198.0,2020-10-31
BE,Wallonia,Liège,73929.0,,1134.0,183.0,2020-10-31
BE,Flanders,,,17.0,,,2020-10-31
