country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1722.0,,1.0,0.0,2020-08-11
BE,Wallonia,BrabantWallon,1833.0,,0.0,0.0,2020-08-11
BE,MISSING,MISSING,1848.0,,,,2020-08-11
BE,Wallonia,Namur,2789.0,,15.0,3.0,2020-08-11
BE,Flanders,VlaamsBrabant,6294.0,,8.0,4.0,2020-08-11
BE,Flanders,Limburg,7420.0,,11.0,6.0,2020-08-11
BE,Flanders,WestVlaanderen,7974.0,,15.0,2.0,2020-08-11
BE,Flanders,OostVlaanderen,8047.0,,17.0,3.0,2020-08-11
BE,Wallonia,Hainaut,8049.0,,29.0,7.0,2020-08-11
BE,Brussels,Brussels,8313.0,,75.0,14.0,2020-08-11
BE,Wallonia,Liège,8414.0,,32.0,11.0,2020-08-11
BE,Flanders,Antwerpen,13858.0,,104.0,27.0,2020-08-11
