country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1446.0,,,,2020-07-09
BE,Wallonia,Luxembourg,1488.0,,6.0,0.0,2020-07-09
BE,Wallonia,BrabantWallon,1547.0,,0.0,0.0,2020-07-09
BE,Flanders,VlaamsBrabant,5581.0,,12.0,5.0,2020-07-09
BE,Brussels,Brussels,6486.0,,29.0,12.0,2020-07-09
BE,Flanders,Limburg,6683.0,,10.0,1.0,2020-07-09
BE,Flanders,OostVlaanderen,6951.0,,16.0,2.0,2020-07-09
BE,Wallonia,Hainaut,6977.0,,12.0,1.0,2020-07-09
BE,Wallonia,Liège,7080.0,,8.0,2.0,2020-07-09
BE,Flanders,WestVlaanderen,7121.0,,28.0,3.0,2020-07-09
BE,Flanders,Antwerpen,8820.0,,34.0,10.0,2020-07-09
BE,Wallonia,Namur,,,5.0,0.0,2020-07-09
