country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,1781.0,,0.0,0.0,2020-08-20
BE,Wallonia,BrabantWallon,1945.0,,1.0,0.0,2020-08-20
BE,MISSING,MISSING,1984.0,,,,2020-08-20
BE,Wallonia,Namur,2952.0,,7.0,1.0,2020-08-20
BE,Flanders,VlaamsBrabant,6612.0,,7.0,4.0,2020-08-20
BE,Flanders,Limburg,7600.0,,11.0,3.0,2020-08-20
BE,Flanders,WestVlaanderen,8152.0,,13.0,2.0,2020-08-20
BE,Wallonia,Hainaut,8384.0,,10.0,1.0,2020-08-20
BE,Flanders,OostVlaanderen,8434.0,,23.0,2.0,2020-08-20
BE,Wallonia,Liège,8787.0,,34.0,12.0,2020-08-20
BE,Brussels,Brussels,9390.0,,102.0,26.0,2020-08-20
BE,Flanders,Antwerpen,14778.0,,95.0,31.0,2020-08-20
