country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1292.0,,,,2020-05-29
BE,Wallonia,Namur,2271.0,,28.0,5.0,2020-05-29
BE,Flanders,VlaamsBrabant,5275.0,,23.0,6.0,2020-05-29
BE,Brussels,Brussels,5877.0,,187.0,38.0,2020-05-29
BE,Flanders,Limburg,6222.0,,72.0,17.0,2020-05-29
BE,Wallonia,Hainaut,6554.0,,93.0,9.0,2020-05-29
BE,Flanders,WestVlaanderen,6577.0,,149.0,20.0,2020-05-29
BE,Flanders,OostVlaanderen,6594.0,,97.0,25.0,2020-05-29
BE,Wallonia,Liège,6765.0,,91.0,13.0,2020-05-29
BE,Flanders,Antwerpen,8044.0,,134.0,37.0,2020-05-29
BE,Wallonia,BrabantWallon,,,3.0,1.0,2020-05-29
BE,Wallonia,Luxembourg,,,13.0,2.0,2020-05-29
