country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1294.0,,,,2020-05-29
BE,Wallonia,Luxembourg,1388.0,,13.0,2.0,2020-05-29
BE,Wallonia,BrabantWallon,1435.0,,3.0,1.0,2020-05-29
BE,Wallonia,Namur,2277.0,,28.0,5.0,2020-05-29
BE,Flanders,VlaamsBrabant,5284.0,,23.0,6.0,2020-05-29
BE,Brussels,Brussels,5901.0,,187.0,38.0,2020-05-29
BE,Flanders,Limburg,6236.0,,72.0,17.0,2020-05-29
BE,Wallonia,Hainaut,6563.0,,93.0,9.0,2020-05-29
BE,Flanders,WestVlaanderen,6586.0,,149.0,20.0,2020-05-29
BE,Flanders,OostVlaanderen,6603.0,,97.0,25.0,2020-05-29
BE,Wallonia,Liège,6770.0,,91.0,13.0,2020-05-29
BE,Flanders,Antwerpen,8067.0,,134.0,37.0,2020-05-29
BE,Flanders,,,2612.0,,,2020-05-29
