country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,5588.0,,,,2020-10-21
BE,Wallonia,Luxembourg,7593.0,,81.0,17.0,2020-10-21
BE,Wallonia,BrabantWallon,12910.0,,65.0,10.0,2020-10-21
BE,Flanders,Limburg,14235.0,,104.0,19.0,2020-10-21
BE,Wallonia,Namur,15375.0,,170.0,29.0,2020-10-21
BE,Flanders,WestVlaanderen,20375.0,,211.0,32.0,2020-10-21
BE,Flanders,OostVlaanderen,24734.0,,286.0,56.0,2020-10-21
BE,Flanders,VlaamsBrabant,25033.0,,99.0,13.0,2020-10-21
BE,Flanders,Antwerpen,39197.0,,347.0,69.0,2020-10-21
BE,Wallonia,Hainaut,41174.0,,604.0,81.0,2020-10-21
BE,Wallonia,Liège,45622.0,,644.0,95.0,2020-10-21
BE,Brussels,Brussels,46840.0,,664.0,104.0,2020-10-21
