country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,4000.0,,,,2020-10-11
BE,Wallonia,Luxembourg,4120.0,,23.0,3.0,2020-10-11
BE,Wallonia,BrabantWallon,6753.0,,17.0,2.0,2020-10-11
BE,Wallonia,Namur,7630.0,,55.0,14.0,2020-10-11
BE,Flanders,Limburg,10468.0,,38.0,9.0,2020-10-11
BE,Flanders,WestVlaanderen,12674.0,,74.0,17.0,2020-10-11
BE,Flanders,VlaamsBrabant,14616.0,,59.0,15.0,2020-10-11
BE,Flanders,OostVlaanderen,15095.0,,124.0,17.0,2020-10-11
BE,Wallonia,Hainaut,20064.0,,171.0,26.0,2020-10-11
BE,Wallonia,Liège,22742.0,,240.0,42.0,2020-10-11
BE,Flanders,Antwerpen,27378.0,,215.0,36.0,2020-10-11
BE,Brussels,Brussels,28407.0,,315.0,62.0,2020-10-11
