country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1349.0,,,,2020-06-09
BE,Wallonia,Luxembourg,1419.0,,9.0,0.0,2020-06-09
BE,Wallonia,BrabantWallon,1471.0,,3.0,0.0,2020-06-09
BE,Wallonia,Namur,2319.0,,16.0,3.0,2020-06-09
BE,Flanders,VlaamsBrabant,5400.0,,17.0,5.0,2020-06-09
BE,Brussels,Brussels,6086.0,,131.0,27.0,2020-06-09
BE,Flanders,Limburg,6453.0,,50.0,11.0,2020-06-09
BE,Wallonia,Hainaut,6680.0,,42.0,3.0,2020-06-09
BE,Flanders,WestVlaanderen,6706.0,,90.0,17.0,2020-06-09
BE,Flanders,OostVlaanderen,6734.0,,54.0,10.0,2020-06-09
BE,Wallonia,Liège,6872.0,,51.0,8.0,2020-06-09
BE,Flanders,Antwerpen,8261.0,,64.0,18.0,2020-06-09
BE,Flanders,,,2649.0,,,2020-06-09
