country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,9982.0,,,,2020-12-11
BE,Wallonia,Luxembourg,17293.0,,73.0,12.0,2020-12-11
BE,Wallonia,BrabantWallon,23988.0,,28.0,8.0,2020-12-11
BE,Flanders,Limburg,26206.0,,127.0,27.0,2020-12-11
BE,Wallonia,Namur,33547.0,,131.0,38.0,2020-12-11
BE,Flanders,VlaamsBrabant,46299.0,,144.0,37.0,2020-12-11
BE,Flanders,WestVlaanderen,48319.0,,403.0,66.0,2020-12-11
BE,Flanders,OostVlaanderen,58389.0,,429.0,81.0,2020-12-11
BE,Flanders,Antwerpen,72365.0,,494.0,96.0,2020-12-11
BE,Brussels,Brussels,78527.0,,362.0,113.0,2020-12-11
BE,Wallonia,Liège,93830.0,,275.0,74.0,2020-12-11
BE,Wallonia,Hainaut,97084.0,,430.0,94.0,2020-12-11
