country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,Luxembourg,2094.0,,4.0,1.0,2020-09-17
BE,MISSING,MISSING,2567.0,,,,2020-09-17
BE,Wallonia,BrabantWallon,2812.0,,2.0,0.0,2020-09-17
BE,Wallonia,Namur,3535.0,,3.0,1.0,2020-09-17
BE,Flanders,VlaamsBrabant,8431.0,,13.0,3.0,2020-09-17
BE,Flanders,Limburg,8460.0,,11.0,2.0,2020-09-17
BE,Flanders,WestVlaanderen,9237.0,,27.0,3.0,2020-09-17
BE,Wallonia,Hainaut,10241.0,,36.0,6.0,2020-09-17
BE,Flanders,OostVlaanderen,10301.0,,30.0,3.0,2020-09-17
BE,Wallonia,Liège,11302.0,,50.0,12.0,2020-09-17
BE,Brussels,Brussels,14431.0,,117.0,23.0,2020-09-17
BE,Flanders,Antwerpen,18778.0,,78.0,15.0,2020-09-17
