country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,Wallonia,BrabantWallon,1877.0,,1.0,0.0,2020-08-15
BE,MISSING,MISSING,1910.0,,,,2020-08-15
BE,Wallonia,Namur,2860.0,,14.0,1.0,2020-08-15
BE,Flanders,VlaamsBrabant,6402.0,,10.0,3.0,2020-08-15
BE,Flanders,Limburg,7471.0,,14.0,6.0,2020-08-15
BE,Wallonia,Hainaut,8154.0,,22.0,2.0,2020-08-15
BE,Flanders,OostVlaanderen,8212.0,,19.0,4.0,2020-08-15
BE,Wallonia,Liège,8588.0,,36.0,10.0,2020-08-15
BE,Brussels,Brussels,8712.0,,85.0,22.0,2020-08-15
BE,Flanders,Antwerpen,14244.0,,87.0,32.0,2020-08-15
BE,Flanders,WestVlaanderen,,,21.0,2.0,2020-08-15
BE,Wallonia,Luxembourg,,,0.0,0.0,2020-08-15
