country,nuts_1,nuts_2,cases,deaths,hospitalized,intensive_care,datetime
BE,MISSING,MISSING,1417.0,,,,2020-06-30
BE,Wallonia,Luxembourg,1466.0,,11.0,1.0,2020-06-30
BE,Wallonia,BrabantWallon,1524.0,,2.0,0.0,2020-06-30
BE,Wallonia,Namur,2360.0,,5.0,0.0,2020-06-30
BE,Flanders,VlaamsBrabant,5523.0,,10.0,2.0,2020-06-30
BE,Brussels,Brussels,6355.0,,32.0,11.0,2020-06-30
BE,Flanders,Limburg,6606.0,,23.0,6.0,2020-06-30
BE,Flanders,OostVlaanderen,6879.0,,26.0,3.0,2020-06-30
BE,Wallonia,Hainaut,6908.0,,21.0,3.0,2020-06-30
BE,Flanders,WestVlaanderen,6987.0,,32.0,2.0,2020-06-30
BE,Wallonia,Liège,7042.0,,15.0,3.0,2020-06-30
BE,Flanders,Antwerpen,8604.0,,45.0,6.0,2020-06-30
