country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,179.0,0.0,,,,2020-10-21
CH,Uri,UR,262.0,7.0,,0.0,,2020-10-21
CH,Obwalden,OW,266.0,4.0,,1.0,,2020-10-21
CH,Nidwalden,NW,303.0,4.0,,4.0,1.0,2020-10-21
CH,Glarus,GL,309.0,13.0,,1.0,0.0,2020-10-21
CH,Schaffhausen,SH,337.0,8.0,,3.0,2.0,2020-10-21
CH,Appenzell Ausserrhoden,AR,404.0,4.0,,13.0,1.0,2020-10-21
CH,Jura,JU,1017.0,15.0,,51.0,2.0,2020-10-21
CH,Zug,ZG,1075.0,10.0,,14.0,1.0,2020-10-21
CH,Solothurn,SO,1395.0,18.0,,10.0,,2020-10-21
CH,Thurgau,TG,1596.0,21.0,,17.0,6.0,2020-10-21
CH,Grisons,GR,1602.0,50.0,,9.0,1.0,2020-10-21
CH,Basel-Stadt,BS,1729.0,54.0,,19.0,2.0,2020-10-21
CH,Basel-Landschaft,BL,1778.0,38.0,,17.0,3.0,2020-10-21
CH,Schwyz,SZ,1845.0,36.0,,,,2020-10-21
CH,Lucerne,LU,2489.0,24.0,,26.0,4.0,2020-10-21
CH,Neuchâtel,NE,2641.0,96.0,,37.0,4.0,2020-10-21
CH,St. Gallen,SG,4388.0,45.0,,71.0,11.0,2020-10-21
CH,Aargau,AG,4466.0,58.0,,37.0,6.0,2020-10-21
CH,Fribourg,FR,4735.0,110.0,,46.0,6.0,2020-10-21
CH,Ticino,TI,4909.0,352.0,,35.0,3.0,2020-10-21
CH,Berne,BE,6953.0,107.0,,121.0,13.0,2020-10-21
CH,Valais,VS,7083.0,184.0,,94.0,8.0,2020-10-21
CH,Geneva,GE,13013.0,317.0,,200.0,7.0,2020-10-21
CH,Zürich,ZH,14041.0,157.0,,99.0,,2020-10-21
CH,Vaud,VD,16527.0,326.0,,173.0,22.0,2020-10-21
CH,,,95342.0,2058.0,105030.0,1121.0,103.0,2020-10-21
