country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,239.0,1.0,,,,2020-10-26
CH,Uri,UR,335.0,7.0,,4.0,,2020-10-26
CH,Obwalden,OW,340.0,5.0,,1.0,,2020-10-26
CH,Glarus,GL,367.0,14.0,,4.0,,2020-10-26
CH,Nidwalden,NW,375.0,4.0,,6.0,0.0,2020-10-26
CH,Schaffhausen,SH,530.0,8.0,,8.0,2.0,2020-10-26
CH,Appenzell Ausserrhoden,AR,559.0,6.0,,24.0,1.0,2020-10-26
CH,Zug,ZG,1403.0,10.0,,15.0,3.0,2020-10-26
CH,Jura,JU,1478.0,22.0,,75.0,4.0,2020-10-26
CH,Solothurn,SO,1871.0,18.0,,22.0,,2020-10-26
CH,Grisons,GR,2006.0,50.0,,27.0,5.0,2020-10-26
CH,Basel-Stadt,BS,2103.0,54.0,,38.0,6.0,2020-10-26
CH,Thurgau,TG,2207.0,24.0,,27.0,6.0,2020-10-26
CH,Basel-Landschaft,BL,2215.0,39.0,,27.0,4.0,2020-10-26
CH,Schwyz,SZ,2443.0,45.0,,,,2020-10-26
CH,Lucerne,LU,3420.0,25.0,,52.0,7.0,2020-10-26
CH,Neuchâtel,NE,3518.0,99.0,,67.0,12.0,2020-10-26
CH,Aargau,AG,5742.0,60.0,,71.0,13.0,2020-10-26
CH,Ticino,TI,5987.0,356.0,,80.0,6.0,2020-10-26
CH,St. Gallen,SG,6025.0,50.0,,114.0,15.0,2020-10-26
CH,Fribourg,FR,6797.0,119.0,,83.0,10.0,2020-10-26
CH,Berne,BE,10003.0,113.0,,217.0,20.0,2020-10-26
CH,Valais,VS,10307.0,205.0,,172.0,12.0,2020-10-26
CH,Geneva,GE,16413.0,324.0,,331.0,12.0,2020-10-26
CH,Zürich,ZH,17644.0,168.0,,180.0,,2020-10-26
CH,Vaud,VD,20776.0,338.0,,267.0,36.0,2020-10-26
CH,,,125103.0,2164.0,109475.0,1934.0,174.0,2020-10-26
