country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,25.0,0.0,,,,2020-08-31
CH,Obwalden,OW,107.0,0.0,,1.0,,2020-08-31
CH,Appenzell Ausserrhoden,AR,133.0,3.0,,1.0,0.0,2020-08-31
CH,Nidwalden,NW,133.0,3.0,,0.0,0.0,2020-08-31
CH,Uri,UR,137.0,7.0,,0.0,,2020-08-31
CH,Glarus,GL,164.0,13.0,,0.0,,2020-08-31
CH,Schaffhausen,SH,164.0,8.0,,1.0,0.0,2020-08-31
CH,Jura,JU,268.0,7.0,,1.0,0.0,2020-08-31
CH,Zug,ZG,344.0,9.0,,3.0,,2020-08-31
CH,Schwyz,SZ,490.0,25.0,,,,2020-08-31
CH,Thurgau,TG,579.0,19.0,,3.0,1.0,2020-08-31
CH,Solothurn,SO,702.0,18.0,,1.0,,2020-08-31
CH,Grisons,GR,1001.0,50.0,,0.0,0.0,2020-08-31
CH,Basel-Landschaft,BL,1040.0,35.0,,2.0,1.0,2020-08-31
CH,Lucerne,LU,1060.0,21.0,,10.0,4.0,2020-08-31
CH,Basel-Stadt,BS,1215.0,54.0,,3.0,0.0,2020-08-31
CH,St. Gallen,SG,1262.0,42.0,,5.0,3.0,2020-08-31
CH,Fribourg,FR,1686.0,85.0,,5.0,1.0,2020-08-31
CH,Aargau,AG,2107.0,52.0,,,,2020-08-31
CH,Valais,VS,2371.0,155.0,,3.0,0.0,2020-08-31
CH,Berne,BE,2536.0,99.0,,7.0,2.0,2020-08-31
CH,Ticino,TI,3541.0,350.0,,1.0,0.0,2020-08-31
CH,Zürich,ZH,6067.0,142.0,,22.0,,2020-08-31
CH,Geneva,GE,6979.0,298.0,,12.0,0.0,2020-08-31
CH,Vaud,VD,7180.0,432.0,,16.0,5.0,2020-08-31
CH,,,42166.0,2011.0,67515.0,102.0,18.0,2020-08-31
CH,Neuchâtel,NE,,,,1.0,0.0,2020-08-31
