country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,162.0,8.0,,1.0,0.0,2020-08-27
CH,Zug,ZG,341.0,9.0,,3.0,,2020-08-27
CH,Thurgau,TG,569.0,19.0,,3.0,1.0,2020-08-27
CH,Solothurn,SO,666.0,18.0,,3.0,,2020-08-27
CH,Basel-Stadt,BS,1196.0,53.0,,,,2020-08-27
CH,Ticino,TI,3531.0,350.0,,1.0,0.0,2020-08-27
CH,,,40615.0,2003.0,64284.0,110.0,17.0,2020-08-27
CH,Aargau,AG,,,,,,2020-08-27
CH,Appenzell Innerrhoden,AI,,,,,,2020-08-27
CH,Appenzell Ausserrhoden,AR,,,,,,2020-08-27
CH,Berne,BE,,,,,,2020-08-27
CH,Basel-Landschaft,BL,,,,,,2020-08-27
CH,Fribourg,FR,,,,,,2020-08-27
CH,Geneva,GE,,,,,,2020-08-27
CH,Glarus,GL,,,,,,2020-08-27
CH,Grisons,GR,,,,,,2020-08-27
CH,Jura,JU,,,,,,2020-08-27
CH,Lucerne,LU,,,,,,2020-08-27
CH,Neuchâtel,NE,,,,,,2020-08-27
CH,Nidwalden,NW,,,,,,2020-08-27
CH,Obwalden,OW,,,,,,2020-08-27
CH,St. Gallen,SG,,,,,,2020-08-27
CH,Schwyz,SZ,,,,,,2020-08-27
CH,Uri,UR,,,,,,2020-08-27
CH,Vaud,VD,,,,,,2020-08-27
CH,Valais,VS,,,,,,2020-08-27
CH,Zürich,ZH,,,,,,2020-08-27
