country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Schaffhausen,SH,177.0,8.0,,0.0,0.0,2020-09-15
CH,Zug,ZG,408.0,9.0,,1.0,,2020-09-15
CH,Thurgau,TG,642.0,19.0,,3.0,2.0,2020-09-15
CH,Fribourg,FR,2151.0,88.0,,17.0,2.0,2020-09-15
CH,,,46617.0,2025.0,72603.0,136.0,13.0,2020-09-15
CH,Aargau,AG,,,,,,2020-09-15
CH,Appenzell Innerrhoden,AI,,,,,,2020-09-15
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-15
CH,Berne,BE,,,,,,2020-09-15
CH,Basel-Landschaft,BL,,,,,,2020-09-15
CH,Basel-Stadt,BS,,,,,,2020-09-15
CH,Geneva,GE,,,,,,2020-09-15
CH,Glarus,GL,,,,,,2020-09-15
CH,Grisons,GR,,,,,,2020-09-15
CH,Jura,JU,,,,,,2020-09-15
CH,Lucerne,LU,,,,,,2020-09-15
CH,Neuchâtel,NE,,,,,,2020-09-15
CH,Nidwalden,NW,,,,,,2020-09-15
CH,Obwalden,OW,,,,,,2020-09-15
CH,St. Gallen,SG,,,,,,2020-09-15
CH,Solothurn,SO,,,,,,2020-09-15
CH,Schwyz,SZ,,,,,,2020-09-15
CH,Ticino,TI,,,,,,2020-09-15
CH,Uri,UR,,,,,,2020-09-15
CH,Vaud,VD,,,,,,2020-09-15
CH,Valais,VS,,,,,,2020-09-15
CH,Zürich,ZH,,,,,,2020-09-15
