country,nuts_3,nuts_3_code,cases,deaths,tests,hospitalized,intensive_care,datetime
CH,Appenzell Innerrhoden,AI,40.0,0.0,,,,2020-09-30
CH,Glarus,GL,184.0,13.0,,1.0,,2020-09-30
CH,Schaffhausen,SH,197.0,8.0,,0.0,0.0,2020-09-30
CH,Zug,ZG,441.0,9.0,,4.0,,2020-09-30
CH,Schwyz,SZ,584.0,25.0,,,,2020-09-30
CH,Thurgau,TG,725.0,19.0,,4.0,2.0,2020-09-30
CH,Solothurn,SO,875.0,18.0,,4.0,,2020-09-30
CH,Basel-Landschaft,BL,1180.0,37.0,,0.0,0.0,2020-09-30
CH,Lucerne,LU,1236.0,24.0,,5.0,0.0,2020-09-30
CH,Basel-Stadt,BS,1317.0,54.0,,,,2020-09-30
CH,Fribourg,FR,2421.0,102.0,,9.0,2.0,2020-09-30
CH,Berne,BE,3501.0,103.0,,25.0,1.0,2020-09-30
CH,Ticino,TI,3646.0,350.0,,3.0,0.0,2020-09-30
CH,,,52882.0,2074.0,72603.0,191.0,17.0,2020-09-30
CH,Aargau,AG,,,,,,2020-09-30
CH,Appenzell Ausserrhoden,AR,,,,,,2020-09-30
CH,Geneva,GE,,,,,,2020-09-30
CH,Grisons,GR,,,,,,2020-09-30
CH,Jura,JU,,,,,,2020-09-30
CH,Neuchâtel,NE,,,,,,2020-09-30
CH,Nidwalden,NW,,,,,,2020-09-30
CH,Obwalden,OW,,,,,,2020-09-30
CH,St. Gallen,SG,,,,,,2020-09-30
CH,Uri,UR,,,,,,2020-09-30
CH,Vaud,VD,,,,,,2020-09-30
CH,Valais,VS,,,,,,2020-09-30
CH,Zürich,ZH,,,,,,2020-09-30
